SUJETO;zona;P1V15Departamento;Sexo;P5V20Edad;EdadREC;P7V21Computadorafijaoport†tilenhogar;P8V22Hogarconexi¢nainternet;P9V23Hogarwifioconexi¢ninal†mbrica;P10V24Clavedeaccesocontrase§aenredwifi;P11V25Utiliz¢vezinternet;P12V26Motivosporlosquenoutilizainternet;usuariosREC;P13V28;P14V30Lugaresutiliz¢internet_M1;P14V30Lugaresutiliz¢internet_M2;P14V30Lugaresutiliz¢internet_M3;P14V30Lugaresutiliz¢internet_M4;P14V30Lugaresutiliz¢internet_M5;P14V30Lugaresutiliz¢internet_M6;P14V31gtOtroparaV30Lugaresutiliz¢internet;P15V33;P16V32Frecuenciaaccedeainternetdesdedecelular;usuarioCORREO;P18V34;P19V35Buscarinformaci¢nnoticias;P20V36Educaci¢nyaprendizaje;usuarioREDESSOCIALES;P21V37;P22V38Trabajar;P23V39Comprarvenderproductososervicios;P24V40;usuarioEBANKING;P25V41Pagosotransferenciasbancarias;P26V42Antivirusenpclaptop;P27V431Comoconsiguioelantivirus;P28V44Antivirusencelular;P29V45Tipodeinformaci¢nguardaencelular_M1;P29V45Tipodeinformaci¢nguardaencelular_M2;P29V45Tipodeinformaci¢nguardaencelular_M3;P29V45Tipodeinformaci¢nguardaencelular_M4;P29V45Tipodeinformaci¢nguardaencelular_M5;P30V46;P31V47;P34V48Satisfechooinsatisfechodir°aqueseencuentrarespectoalosserv;P35V49Pensandoenhacertr†mitesygestionesenunaoficinap£blica...pre;P36V50Conf°aeninternetcomomedioparahacertr†mitesanteoficinasp£bl;P37V51Intendenciaoempresap£blicaparabuscarinformaci¢n;P38V52Encontr¢lainformaci¢nquebuscaba;P39V53Conoceelsitiowebportaldelestadouruguayo;P40V54Conoceelsitiowebtramites.gub.uy;P41V55Quejasosugerencias;P42V56Tipoderespuestarecibi¢enla£ltimaoportunidadenqueenvi¢uncor;P43V58Leresolvieronlaconsultaoproblemaenesaoportunidad;P44V59Etc.encasodequeunciudadanocom£nquierasaberlo;P46V61Serviciosporinternetqueofreceelestadodemuybuenacalidad;P47V62Serviciosporinternetqueofreceelestadofuncionanentodomoment;P48V63Serviciosporinternetqueofreceelestadomuyf†cilesdeusar;P49V64Serviciosporinternetqueofreceelestadomepermitenahorrartiem;P50V65Informaci¢nquebrindaelestadoporinternetcorrectayprecisa;p46;p47;p48;p49;p50;P53V66Cu†ntaconfianzasetieneacercadecapacidadparausaruncajeroaut;P54V67Cu†ntaconfianzasetieneacercadecapacidadparahacertransaccio;P55V68;P57V69Firmarparallamadoaconsultapopular;P58V70Asistiramanifestaciones;P59V71Unirseahuelgas;P60V72Èltimosdocemeses;P62V73Debidoalacienciaylatecnolog°ahabr†m†soportunidadesparalapr;P63V74Dependemosdemasiadodelatecnolog°ayesonobueno;P65V76Correoelectr¢nico;P66V77Redessociales;P67V78Bancaelectr¢nica;P69V79Evitodivulgarinformaci¢npersonaleninternet;P70V80Creoquelosmenoresde18a§ospuedenusarinternets¢loconestricto;P71V81Sitioswebnomantienenmiinformaci¢npersonalsegura;P73V82SuNombre;P74V83SuDirecci¢n;P75V84Quienesamigos;P76V85Gustosyopiniones;P77V86Fotos;P78V87Sabesiexisteleyodecretoqueimpidaqueotraspersonasoempresasu;P79V88Havistouo°doalgosobredelitosquesecometeneninternet;P81V90Robodeidentidad;P82V91Mensajesdecorreoelectr¢nicodeextra§ospidiendodineroodatosp;P83V92Fraudeenl°neadondelosbienesadquiridosnofueronentregadosseg;P84V93Nosercapazdeaccederaserviciosenl°neaacausadeataquescibernÇ;P86V94Èltimoa§odeestudiosquecurs¢;EducativoREC;PonderaEDUC;P87V95Hijosmenoresde18a§osenhogar;P88V96TarjetadecrÇdito;VBP_1ID
AGESIC-689;02;19;1;69;4;1;1;1;99;2;5;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;8;4;4;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;1;10;99;10;10;10;10;#≠NULO!;10;10;10;2;1;1;3;3;3;#≠NULO!;10;10;#≠NULO!;#≠NULO!;#≠NULO!;4;1;1;1;1;1;1;1;1;1;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;1;01;00.002;2;1;AGESIC-689
AGESIC-1540;02;9;1;67;4;2;2;#≠NULO!;#≠NULO!;2;5;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;1;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;10;4;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;10;10;9;9;10;10;10;9;9;10;4;1;1;2;1;1;#≠NULO!;10;5;#≠NULO!;#≠NULO!;#≠NULO!;3;1;99;2;2;2;2;2;1;1;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;5;02;00.001;2;1;AGESIC-1540
AGESIC-592;02;3;1;60;3;2;2;#≠NULO!;#≠NULO!;2;5;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;5;4;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;6;8;5;5;8;6;8;5;5;8;3;3;2;3;3;3;#≠NULO!;7;5;#≠NULO!;#≠NULO!;#≠NULO!;1;3;99;1;1;1;1;1;2;1;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;01;00.002;2;1;AGESIC-592
AGESIC-952;02;14;1;44;2;2;2;#≠NULO!;#≠NULO!;2;5;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;4;4;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;5;5;7;8;8;5;5;7;8;8;2;1;1;1;2;2;#≠NULO!;10;7;#≠NULO!;#≠NULO!;#≠NULO!;1;1;1;1;1;1;1;1;1;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;01;00.002;1;2;AGESIC-952
AGESIC-618;02;1;2;47;3;1;1;1;1;2;5;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;6;4;4;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;10;6;10;10;10;10;6;10;10;10;4;4;4;3;3;3;#≠NULO!;10;10;#≠NULO!;#≠NULO!;#≠NULO!;2;2;3;1;2;2;2;2;2;1;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;4;02;00.001;1;2;AGESIC-618
AGESIC-247;02;11;1;31;2;1;2;#≠NULO!;#≠NULO!;2;5;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;1;4;99;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;1;1;99;99;99;1;1;#≠NULO!;#≠NULO!;#≠NULO!;1;1;1;99;3;3;#≠NULO!;2;1;#≠NULO!;#≠NULO!;#≠NULO!;99;2;2;2;1;1;1;1;2;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;1;01;00.002;1;2;AGESIC-247
AGESIC-2183;01;10;1;57;3;1;1;2;#≠NULO!;2;5;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;1;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;1;4;1;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;99;2;99;99;99;#≠NULO!;2;#≠NULO!;#≠NULO!;#≠NULO!;3;1;1;1;1;1;#≠NULO!;8;3;#≠NULO!;#≠NULO!;#≠NULO!;1;1;99;2;1;1;1;1;2;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;3;02;00.001;1;2;AGESIC-2183
AGESIC-4104;02;4;2;39;2;2;2;#≠NULO!;#≠NULO!;2;5;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;10;4;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;1;10;10;8;10;10;10;10;8;10;10;1;1;4;3;3;3;#≠NULO!;10;1;#≠NULO!;#≠NULO!;#≠NULO!;3;1;2;1;1;1;2;1;2;1;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;01;00.002;1;2;AGESIC-4104
AGESIC-2200;01;10;2;64;4;2;1;1;2;2;5;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;9;4;4;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;1;10;10;10;10;10;10;10;10;10;10;1;1;1;1;1;1;#≠NULO!;9;7;#≠NULO!;#≠NULO!;#≠NULO!;4;1;2;2;1;2;2;2;2;1;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;01;00.002;1;2;AGESIC-2200
AGESIC-1831;01;10;2;72;4;2;2;#≠NULO!;#≠NULO!;2;5;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;7;4;99;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;99;99;99;99;99;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;4;99;99;3;1;1;#≠NULO!;10;8;#≠NULO!;#≠NULO!;#≠NULO!;4;1;99;1;1;99;1;99;2;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;5;02;00.001;2;2;AGESIC-1831
AGESIC-4108;02;2;2;53;3;2;2;#≠NULO!;#≠NULO!;2;5;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;1;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;4;1;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;1;5;1;5;10;5;5;1;5;10;5;4;1;1;3;3;3;#≠NULO!;10;1;#≠NULO!;#≠NULO!;#≠NULO!;1;1;1;1;1;1;1;1;2;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;01;00.002;2;2;AGESIC-4108
AGESIC-890;02;11;1;42;2;1;1;2;#≠NULO!;2;5;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;8;4;4;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;9;99;10;10;9;9;#≠NULO!;10;10;9;3;2;3;3;1;2;#≠NULO!;8;6;#≠NULO!;#≠NULO!;#≠NULO!;1;2;99;2;1;1;2;1;2;1;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;01;00.002;1;1;AGESIC-890
AGESIC-1365;01;10;2;64;4;2;2;#≠NULO!;#≠NULO!;2;5;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;6;4;99;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;1;7;6;99;7;6;7;6;#≠NULO!;7;6;3;4;4;1;3;3;#≠NULO!;7;6;#≠NULO!;#≠NULO!;#≠NULO!;3;2;2;1;1;1;1;1;2;1;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;6;02;00.001;2;1;AGESIC-1365
AGESIC-1565;01;10;2;67;4;2;2;#≠NULO!;#≠NULO!;2;5;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;5;4;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;1;99;5;99;9;7;#≠NULO!;5;#≠NULO!;9;7;3;1;3;1;1;1;#≠NULO!;8;6;#≠NULO!;#≠NULO!;#≠NULO!;1;2;1;1;1;1;1;1;2;1;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;6;02;00.001;2;1;AGESIC-1565
AGESIC-346;02;5;1;76;4;2;2;#≠NULO!;#≠NULO!;2;5;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;6;4;99;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;99;99;99;99;99;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;4;2;1;2;3;3;#≠NULO!;5;3;#≠NULO!;#≠NULO!;#≠NULO!;99;2;99;1;2;99;2;1;1;1;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;5;02;00.001;1;2;AGESIC-346
AGESIC-1574;02;11;1;48;3;1;1;2;#≠NULO!;2;5;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;1;4;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;5;6;99;2;6;5;6;#≠NULO!;2;6;4;1;1;2;3;3;#≠NULO!;8;8;#≠NULO!;#≠NULO!;#≠NULO!;1;1;1;1;1;1;1;1;2;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;1;01;00.002;1;1;AGESIC-1574
AGESIC-1234;01;10;1;75;4;1;1;1;99;2;5;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;10;1;99;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;10;10;99;99;99;10;10;#≠NULO!;#≠NULO!;#≠NULO!;1;1;1;99;99;99;#≠NULO!;10;1;#≠NULO!;#≠NULO!;#≠NULO!;1;1;1;2;2;1;1;1;1;1;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;3;02;00.001;2;1;AGESIC-1234
AGESIC-3509;02;12;2;47;3;1;1;1;1;2;5;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;1;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;8;4;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;1;7;5;5;8;8;7;5;5;8;8;99;99;99;2;1;2;#≠NULO!;8;7;#≠NULO!;#≠NULO!;#≠NULO!;2;1;99;1;1;1;1;1;2;1;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;5;02;00.001;1;1;AGESIC-3509
AGESIC-435;02;15;2;71;4;2;2;#≠NULO!;#≠NULO!;2;5;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;7;4;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;8;10;10;9;9;8;10;10;9;9;2;1;1;1;3;3;#≠NULO!;10;8;#≠NULO!;#≠NULO!;#≠NULO!;3;1;99;2;2;2;2;1;1;1;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;3;02;00.001;2;2;AGESIC-435
AGESIC-3303;02;13;1;41;2;1;2;#≠NULO!;#≠NULO!;2;5;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;10;4;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;10;10;10;10;10;10;10;10;10;10;3;3;99;3;3;3;#≠NULO!;10;5;#≠NULO!;#≠NULO!;#≠NULO!;2;3;99;2;1;1;2;2;2;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;6;02;00.001;1;2;AGESIC-3303
AGESIC-691;02;16;2;33;2;2;2;#≠NULO!;#≠NULO!;2;5;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;10;3;4;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;1;10;10;10;99;10;10;10;10;#≠NULO!;10;1;1;1;1;99;99;#≠NULO!;10;1;#≠NULO!;#≠NULO!;#≠NULO!;3;1;1;1;1;1;1;1;2;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;01;00.002;1;2;AGESIC-691
AGESIC-2644;01;10;2;51;3;1;1;1;1;2;5;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;7;1;99;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;99;99;99;99;99;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;3;99;99;1;3;3;#≠NULO!;9;10;#≠NULO!;#≠NULO!;#≠NULO!;1;1;1;2;2;1;1;1;2;1;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;5;02;00.001;1;2;AGESIC-2644
AGESIC-1856;01;10;2;70;4;2;2;#≠NULO!;#≠NULO!;2;5;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;5;4;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;1;7;7;99;9;7;7;7;#≠NULO!;9;7;1;1;1;2;3;3;#≠NULO!;9;8;#≠NULO!;#≠NULO!;#≠NULO!;4;1;2;1;1;1;1;1;2;1;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;3;02;00.001;2;1;AGESIC-1856
AGESIC-4062;02;1;2;29;1;2;2;#≠NULO!;#≠NULO!;2;5;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;10;4;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;1;99;10;10;10;10;#≠NULO!;10;10;10;10;4;1;1;3;2;3;#≠NULO!;10;99;#≠NULO!;#≠NULO!;#≠NULO!;99;2;2;1;1;99;1;1;1;99;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;1;01;00.002;1;2;AGESIC-4062
