SUJETO;zona;P1V15Departamento;Sexo;P5V20Edad;EdadREC;P7V21Computadorafijaoport†tilenhogar;P8V22Hogarconexi¢nainternet;P9V23Hogarwifioconexi¢ninal†mbrica;P10V24Clavedeaccesocontrase§aenredwifi;P11V25Utiliz¢vezinternet;P12V26Motivosporlosquenoutilizainternet;usuariosREC;P13V28;P14V30Lugaresutiliz¢internet_M1;P14V30Lugaresutiliz¢internet_M2;P14V30Lugaresutiliz¢internet_M3;P14V30Lugaresutiliz¢internet_M4;P14V30Lugaresutiliz¢internet_M5;P14V30Lugaresutiliz¢internet_M6;P14V31gtOtroparaV30Lugaresutiliz¢internet;P15V33;P16V32Frecuenciaaccedeainternetdesdedecelular;usuarioCORREO;P18V34;P19V35Buscarinformaci¢nnoticias;P20V36Educaci¢nyaprendizaje;usuarioREDESSOCIALES;P21V37;P22V38Trabajar;P23V39Comprarvenderproductososervicios;P24V40;usuarioEBANKING;P25V41Pagosotransferenciasbancarias;P26V42Antivirusenpclaptop;P27V431Comoconsiguioelantivirus;P28V44Antivirusencelular;P29V45Tipodeinformaci¢nguardaencelular_M1;P29V45Tipodeinformaci¢nguardaencelular_M2;P29V45Tipodeinformaci¢nguardaencelular_M3;P29V45Tipodeinformaci¢nguardaencelular_M4;P29V45Tipodeinformaci¢nguardaencelular_M5;P30V46;P31V47;P34V48Satisfechooinsatisfechodir°aqueseencuentrarespectoalosserv;P35V49Pensandoenhacertr†mitesygestionesenunaoficinap£blica...pre;P36V50Conf°aeninternetcomomedioparahacertr†mitesanteoficinasp£bl;P37V51Intendenciaoempresap£blicaparabuscarinformaci¢n;P38V52Encontr¢lainformaci¢nquebuscaba;P39V53Conoceelsitiowebportaldelestadouruguayo;P40V54Conoceelsitiowebtramites.gub.uy;P41V55Quejasosugerencias;P42V56Tipoderespuestarecibi¢enla£ltimaoportunidadenqueenvi¢uncor;P43V58Leresolvieronlaconsultaoproblemaenesaoportunidad;P44V59Etc.encasodequeunciudadanocom£nquierasaberlo;P46V61Serviciosporinternetqueofreceelestadodemuybuenacalidad;P47V62Serviciosporinternetqueofreceelestadofuncionanentodomoment;P48V63Serviciosporinternetqueofreceelestadomuyf†cilesdeusar;P49V64Serviciosporinternetqueofreceelestadomepermitenahorrartiem;P50V65Informaci¢nquebrindaelestadoporinternetcorrectayprecisa;p46;p47;p48;p49;p50;P53V66Cu†ntaconfianzasetieneacercadecapacidadparausaruncajeroaut;P54V67Cu†ntaconfianzasetieneacercadecapacidadparahacertransaccio;P55V68;P57V69Firmarparallamadoaconsultapopular;P58V70Asistiramanifestaciones;P59V71Unirseahuelgas;P60V72Èltimosdocemeses;P62V73Debidoalacienciaylatecnolog°ahabr†m†soportunidadesparalapr;P63V74Dependemosdemasiadodelatecnolog°ayesonobueno;P65V76Correoelectr¢nico;P66V77Redessociales;P67V78Bancaelectr¢nica;P69V79Evitodivulgarinformaci¢npersonaleninternet;P70V80Creoquelosmenoresde18a§ospuedenusarinternets¢loconestricto;P71V81Sitioswebnomantienenmiinformaci¢npersonalsegura;P73V82SuNombre;P74V83SuDirecci¢n;P75V84Quienesamigos;P76V85Gustosyopiniones;P77V86Fotos;P78V87Sabesiexisteleyodecretoqueimpidaqueotraspersonasoempresasu;P79V88Havistouo°doalgosobredelitosquesecometeneninternet;P81V90Robodeidentidad;P82V91Mensajesdecorreoelectr¢nicodeextra§ospidiendodineroodatosp;P83V92Fraudeenl°neadondelosbienesadquiridosnofueronentregadosseg;P84V93Nosercapazdeaccederaserviciosenl°neaacausadeataquescibernÇ;P86V94Èltimoa§odeestudiosquecurs¢;EducativoREC;PonderaEDUC;P87V95Hijosmenoresde18a§osenhogar;P88V96TarjetadecrÇdito;VBP_1ID
AGESIC-365;01;10;2;46;3;1;1;1;1;1;#≠NULO!;1;1;1;2;88;88;88;88;-777777777;1;1;1;2;2;3;1;1;1;3;2;1;1;1;2;2;1;2;88;88;88;2;2;1;2;3;1;1;1;2;1;2;1;2;8;8;8;10;9;8;8;8;10;9;4;4;4;3;3;3;2;9;1;2;1;2;1;1;1;1;1;1;1;1;2;1;2;1;2;2;8;03;00.000;1;1;AGESIC-365
AGESIC-130;01;10;1;46;3;1;1;1;2;1;#≠NULO!;1;1;2;88;88;88;88;88;-777777777;1;1;1;1;3;4;2;6;1;6;2;2;6;1;2;2;5;4;2;1;88;2;3;5;2;3;1;1;1;2;2;#≠NULO!;#≠NULO!;2;8;5;8;10;8;8;5;8;10;8;3;3;4;3;3;3;2;5;10;1;2;2;1;1;1;2;1;1;1;1;2;1;2;1;2;1;6;02;00.001;1;1;AGESIC-130
AGESIC-2299;01;10;2;47;3;1;1;1;1;1;#≠NULO!;1;1;1;5;2;88;88;88;-777777777;1;1;1;1;2;2;1;1;1;4;6;2;6;1;1;1;2;1;3;4;5;2;3;5;1;3;1;1;1;2;2;#≠NULO!;#≠NULO!;2;5;5;4;5;99;5;5;4;5;#≠NULO!;4;2;2;1;1;1;1;9;8;2;2;2;1;1;1;2;1;2;1;2;2;2;2;2;2;2;8;03;00.000;2;1;AGESIC-2299
AGESIC-337;01;10;1;47;3;1;1;1;1;1;#≠NULO!;1;1;1;2;88;88;88;88;-777777777;1;1;2;6;1;1;1;1;1;6;6;2;6;1;1;2;2;5;88;88;88;2;1;99;2;4;2;#≠NULO!;1;2;2;#≠NULO!;#≠NULO!;2;99;99;99;99;99;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;4;99;99;2;1;1;1;10;6;2;2;2;1;2;2;1;2;1;1;1;2;1;2;2;2;2;6;02;00.001;1;1;AGESIC-337
AGESIC-654;01;10;2;49;3;1;1;1;1;1;#≠NULO!;1;1;1;2;3;4;5;6;-777777777;1;1;1;1;1;1;1;1;1;6;6;2;6;2;#≠NULO!;2;5;4;3;2;1;1;3;4;1;3;1;1;1;2;1;4;2;1;7;5;9;3;3;7;5;9;3;3;4;3;3;1;1;1;1;5;3;2;2;2;1;1;1;2;1;2;2;1;2;1;99;2;1;1;8;03;00.000;2;1;AGESIC-654
AGESIC-329;02;2;2;49;3;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;1;1;1;2;2;1;1;1;1;3;2;6;1;2;2;5;88;88;88;88;1;1;1;4;2;1;3;2;2;2;#≠NULO!;#≠NULO!;2;3;3;2;3;2;3;3;2;3;2;4;4;4;1;1;3;2;8;10;1;1;99;4;1;1;1;1;1;1;1;2;1;2;2;2;2;7;03;00.001;2;1;AGESIC-329
AGESIC-1;01;10;1;49;3;1;1;1;1;1;#≠NULO!;1;1;1;4;88;88;88;88;-777777777;1;1;1;2;1;2;1;2;2;6;3;2;6;2;#≠NULO!;2;1;2;3;5;88;2;2;7;1;4;1;2;2;2;1;2;1;1;8;9;7;8;7;8;9;7;8;7;4;2;4;2;3;3;2;6;10;2;2;2;1;1;2;1;1;1;1;1;2;1;2;2;2;1;8;03;00.000;2;1;AGESIC-1
AGESIC-1677;01;10;2;49;3;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;1;1;2;1;1;1;1;6;1;3;2;6;99;#≠NULO!;99;1;2;3;5;88;2;1;7;2;3;1;1;2;2;2;#≠NULO!;#≠NULO!;2;10;9;9;10;10;10;9;9;10;10;4;2;3;2;2;2;2;10;6;1;2;2;1;1;2;2;1;1;1;1;2;1;2;2;2;2;4;02;00.001;1;1;AGESIC-1677
AGESIC-605;01;10;2;49;3;1;1;1;1;1;#≠NULO!;1;1;1;4;88;88;88;88;-777777777;1;2;1;1;1;1;1;1;1;2;3;2;6;1;1;2;1;2;3;5;88;2;1;6;2;3;1;1;2;1;2;#≠NULO!;#≠NULO!;2;8;5;8;10;10;8;5;8;10;10;2;1;1;2;1;1;1;10;10;1;1;2;1;1;1;1;1;1;2;1;1;1;2;1;2;2;3;02;00.001;2;1;AGESIC-605
AGESIC-529;02;14;2;50;3;1;2;#≠NULO!;#≠NULO!;1;#≠NULO!;1;1;1;2;88;88;88;88;-777777777;1;1;1;1;1;1;1;1;1;1;6;1;3;2;#≠NULO!;2;2;5;1;3;4;2;99;9;4;99;1;1;1;1;2;#≠NULO!;#≠NULO!;1;8;8;8;8;9;8;8;8;8;9;4;2;2;1;3;3;1;10;6;2;2;2;1;1;1;1;1;99;1;1;1;1;2;2;2;2;8;03;00.000;1;1;AGESIC-529
AGESIC-983;01;10;2;50;3;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;2;1;1;1;1;1;1;2;6;6;2;6;1;2;1;1;5;3;2;88;2;1;6;1;2;1;1;2;2;2;#≠NULO!;#≠NULO!;2;7;8;8;9;7;7;8;8;9;7;3;3;3;2;3;3;1;9;9;2;2;2;4;2;2;1;1;1;2;1;1;1;2;2;2;2;5;02;00.001;2;1;AGESIC-983
AGESIC-342;01;10;1;50;3;1;1;2;#≠NULO!;1;#≠NULO!;1;1;1;2;88;88;88;88;-777777777;1;3;1;1;1;3;2;6;1;1;6;1;2;1;2;2;1;2;5;88;88;1;3;1;4;1;1;1;2;2;2;#≠NULO!;#≠NULO!;1;1;2;1;3;4;1;2;1;3;4;4;3;1;1;2;2;2;5;3;1;99;1;1;2;3;1;1;1;1;1;1;1;1;1;2;2;8;03;00.000;2;2;AGESIC-342
AGESIC-1345;01;10;1;50;3;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;1;2;6;2;6;1;1;6;3;4;2;6;1;2;99;5;4;3;2;1;2;1;3;4;2;2;#≠NULO!;2;2;2;#≠NULO!;#≠NULO!;1;5;8;6;4;4;5;8;6;4;4;3;1;1;3;3;3;1;10;8;1;1;2;2;2;2;1;1;1;1;1;1;1;2;2;2;2;4;02;00.001;1;1;AGESIC-1345
AGESIC-935;01;10;1;50;3;1;1;1;1;1;#≠NULO!;1;1;1;2;88;88;88;88;-777777777;1;1;1;1;1;1;1;1;1;3;3;1;2;1;1;2;1;3;5;88;88;1;3;4;2;3;1;1;2;1;2;#≠NULO!;#≠NULO!;1;5;5;5;6;4;5;5;5;6;4;4;4;4;1;1;1;2;4;5;1;2;1;1;4;1;1;1;1;1;1;1;2;2;2;2;2;7;03;00.001;2;1;AGESIC-935
AGESIC-3283;02;14;2;50;3;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;3;1;1;2;2;1;2;6;4;3;2;6;1;2;2;2;3;88;88;88;2;3;5;4;3;1;1;2;2;2;#≠NULO!;#≠NULO!;1;8;8;8;10;8;8;8;8;10;8;3;3;3;2;3;3;1;10;8;2;2;2;3;3;2;1;1;1;1;1;1;1;2;2;2;2;5;02;00.001;1;1;AGESIC-3283
AGESIC-3392;01;10;1;51;3;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;1;1;1;2;1;1;1;6;4;6;2;6;1;3;2;5;4;3;2;1;2;2;4;1;3;1;1;2;2;2;#≠NULO!;#≠NULO!;1;8;5;99;99;99;8;5;#≠NULO!;#≠NULO!;#≠NULO!;3;2;3;1;1;1;2;9;8;2;2;2;2;1;2;1;1;1;1;2;2;2;2;2;2;1;2;01;00.002;1;2;AGESIC-3392
AGESIC-2219;01;10;1;51;3;1;1;1;1;1;#≠NULO!;1;1;1;4;88;88;88;88;-777777777;1;1;1;1;1;2;1;1;1;2;3;2;6;1;1;1;1;2;3;5;4;2;1;7;2;3;1;1;1;1;2;#≠NULO!;#≠NULO!;2;8;7;8;8;8;8;7;8;8;8;3;1;3;1;1;1;1;8;99;1;2;2;3;1;2;2;1;2;2;1;1;1;1;1;2;2;6;02;00.001;1;1;AGESIC-2219
AGESIC-1147;01;10;2;52;3;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;2;1;1;1;1;1;1;2;6;6;2;6;1;1;1;5;4;2;3;1;2;1;8;1;4;1;1;2;2;2;#≠NULO!;#≠NULO!;2;8;5;6;10;10;8;5;6;10;10;2;2;2;3;3;3;1;10;10;2;2;2;3;1;1;1;1;2;2;1;1;1;2;1;2;2;8;03;00.000;2;1;AGESIC-1147
AGESIC-4274;02;9;2;52;3;1;1;1;1;1;#≠NULO!;1;1;2;1;4;88;88;88;-777777777;1;2;1;1;2;3;1;2;1;4;4;2;6;1;2;2;1;2;88;88;88;2;1;5;4;2;1;2;1;1;1;2;1;1;1;1;10;1;3;1;1;10;1;3;4;4;4;1;2;3;1;6;7;2;2;2;1;1;2;1;1;2;2;1;1;1;2;2;2;2;7;03;00.001;1;1;AGESIC-4274
AGESIC-1282;01;10;2;52;3;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;1;2;6;1;1;2;6;6;4;3;2;6;1;1;1;5;4;2;1;88;2;1;4;2;3;1;1;1;2;2;#≠NULO!;#≠NULO!;2;8;5;7;9;5;8;5;7;9;5;4;2;3;1;2;1;2;10;8;2;2;2;1;1;1;1;1;1;1;1;1;1;2;2;2;99;5;02;00.001;1;2;AGESIC-1282
AGESIC-3289;02;14;1;52;3;1;1;2;#≠NULO!;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;2;1;1;3;2;1;1;3;6;3;2;6;1;2;1;1;2;3;4;5;2;1;2;4;1;1;2;2;2;2;#≠NULO!;#≠NULO!;1;5;3;3;1;1;5;3;3;1;1;3;1;1;1;3;2;1;5;9;1;1;2;4;1;3;2;1;1;1;2;1;1;2;1;2;1;5;02;00.001;2;1;AGESIC-3289
AGESIC-923;02;15;2;52;3;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;1;1;1;1;1;#≠NULO!;#≠NULO!;1;3;2;1;3;1;3;2;5;2;88;88;88;1;2;1;3;3;1;2;1;2;2;#≠NULO!;#≠NULO!;2;5;5;5;5;7;5;5;5;5;7;4;4;2;1;1;3;1;5;5;2;2;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;6;02;00.001;2;1;AGESIC-923
AGESIC-4132;01;10;1;52;3;1;1;1;1;1;#≠NULO!;1;1;1;2;88;88;88;88;-777777777;1;3;1;1;1;1;2;6;1;6;2;1;2;1;1;2;5;3;88;88;88;1;4;1;1;1;1;99;2;2;2;#≠NULO!;#≠NULO!;2;1;99;99;99;99;1;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;3;4;1;1;1;3;2;5;6;2;2;2;3;2;3;2;2;1;1;2;1;1;2;1;2;2;8;03;00.000;1;1;AGESIC-4132
AGESIC-599;01;10;2;52;3;1;1;1;1;1;#≠NULO!;1;1;2;88;88;88;88;88;-777777777;1;1;1;1;1;5;1;4;1;1;1;1;1;1;2;99;5;88;88;88;88;1;1;5;2;2;1;1;1;99;1;2;1;1;5;3;3;5;1;5;3;3;5;1;4;4;4;1;2;2;2;10;10;1;1;1;1;3;4;2;1;1;1;1;1;1;2;1;1;2;8;03;00.000;2;1;AGESIC-599
AGESIC-104;02;7;2;53;3;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;1;1;1;2;2;2;6;1;6;6;2;6;1;99;99;2;1;5;88;88;2;1;10;2;3;1;1;2;2;2;#≠NULO!;#≠NULO!;2;9;9;8;9;9;9;9;8;9;9;4;2;3;2;3;1;1;8;8;2;2;1;1;2;2;2;1;2;1;1;2;1;2;2;2;2;8;03;00.000;2;1;AGESIC-104
AGESIC-2235;02;2;1;53;3;1;1;1;1;1;#≠NULO!;1;1;1;2;88;88;88;88;-777777777;1;2;1;1;1;2;1;1;1;1;6;2;6;1;1;1;3;5;88;88;88;2;1;1;4;99;1;1;1;2;2;#≠NULO!;#≠NULO!;1;5;1;1;1;1;5;1;1;1;1;3;1;1;1;3;3;2;10;9;1;2;2;1;1;1;2;1;1;2;1;1;1;1;1;2;1;8;03;00.000;2;2;AGESIC-2235
AGESIC-1475;01;10;2;53;3;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;2;1;4;1;6;1;1;6;2;6;2;6;1;2;2;1;2;88;88;88;2;3;7;2;3;1;1;1;2;2;#≠NULO!;#≠NULO!;2;5;5;6;6;5;5;5;6;6;5;3;1;2;3;1;2;1;5;5;1;2;2;2;2;2;1;1;1;2;1;2;1;2;2;2;2;4;02;00.001;2;1;AGESIC-1475
AGESIC-2100;01;10;1;53;3;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;2;1;2;1;1;2;6;1;6;6;2;6;1;1;2;2;1;4;5;88;2;99;6;2;99;1;1;2;2;2;#≠NULO!;#≠NULO!;2;10;10;10;10;10;10;10;10;10;10;1;2;2;2;3;3;2;10;1;2;2;2;1;1;99;2;1;2;2;1;2;1;2;2;2;2;3;02;00.001;2;2;AGESIC-2100
AGESIC-1827;02;2;2;54;3;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;1;1;1;2;6;1;1;6;6;6;2;6;1;3;2;2;3;5;88;88;2;99;7;4;3;2;#≠NULO!;2;2;2;#≠NULO!;#≠NULO!;2;7;6;7;99;99;7;6;7;#≠NULO!;#≠NULO!;4;1;1;3;3;3;2;10;10;2;2;2;1;1;3;2;1;1;1;1;2;2;2;1;2;1;2;01;00.002;2;1;AGESIC-1827
AGESIC-232;01;10;1;54;3;1;1;1;1;1;#≠NULO!;1;1;1;2;88;88;88;88;-777777777;1;3;1;2;2;2;1;2;2;2;6;2;6;1;2;2;5;88;88;88;88;2;1;8;2;3;1;1;1;2;2;#≠NULO!;#≠NULO!;2;10;10;10;10;7;10;10;10;10;7;2;1;3;1;1;1;1;10;7;1;2;99;1;4;2;2;1;1;2;99;1;1;2;2;2;2;6;02;00.001;2;2;AGESIC-232
AGESIC-1243;01;10;2;54;3;1;1;2;#≠NULO!;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;3;1;2;1;2;2;6;6;6;6;2;6;1;2;2;2;88;88;88;88;2;1;5;3;2;2;#≠NULO!;2;2;2;#≠NULO!;#≠NULO!;2;8;5;8;8;6;8;5;8;8;6;3;1;1;3;3;3;2;8;8;2;2;2;1;2;2;1;1;1;1;1;2;1;2;1;2;2;5;02;00.001;2;1;AGESIC-1243
AGESIC-4770;01;10;2;54;3;1;1;1;1;1;#≠NULO!;1;1;1;2;5;88;88;88;-777777777;1;1;1;1;2;6;1;1;1;1;3;2;6;1;2;2;1;2;3;5;88;2;4;4;2;4;1;1;2;2;2;#≠NULO!;#≠NULO!;2;7;5;8;10;10;7;5;8;10;10;4;2;4;1;1;1;2;10;7;2;2;2;4;1;1;2;1;1;2;1;2;1;2;1;2;99;7;03;00.001;2;2;AGESIC-4770
AGESIC-791;01;10;1;54;3;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;2;1;1;1;1;1;1;1;3;3;1;1;1;1;2;2;1;5;88;88;1;3;5;2;3;1;1;1;2;2;#≠NULO!;#≠NULO!;1;8;8;8;8;8;8;8;8;8;8;4;4;4;1;1;1;1;8;6;2;2;2;1;1;1;2;1;2;1;2;1;1;2;2;2;2;5;02;00.001;2;1;AGESIC-791
AGESIC-2491;02;9;1;54;3;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;3;1;1;1;1;2;6;2;6;3;2;6;1;99;2;4;88;88;88;88;2;4;8;2;3;2;#≠NULO!;2;1;2;#≠NULO!;#≠NULO!;2;10;10;9;10;10;10;10;9;10;10;3;3;3;1;1;1;2;8;8;2;2;2;1;2;3;1;1;1;1;1;1;2;2;2;2;2;2;01;00.002;1;2;AGESIC-2491
AGESIC-1938;01;10;2;54;3;1;1;1;1;1;#≠NULO!;1;1;1;2;88;88;88;88;-777777777;1;1;1;1;1;6;1;1;1;3;2;1;2;1;1;2;1;2;3;4;5;1;3;1;2;2;1;2;1;1;2;#≠NULO!;#≠NULO!;1;5;5;5;7;1;5;5;5;7;1;4;3;2;1;3;3;1;6;10;2;2;1;1;4;2;1;1;1;1;1;1;1;2;2;2;2;6;02;00.001;2;1;AGESIC-1938
AGESIC-1485;01;10;2;54;3;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;1;1;2;1;2;1;1;5;3;2;2;6;1;2;1;1;2;3;4;5;1;3;8;2;3;1;1;1;1;1;2;1;1;6;5;6;6;6;6;5;6;6;6;4;4;4;1;3;3;2;6;6;2;2;2;2;2;2;1;1;1;1;1;1;1;2;2;2;2;5;02;00.001;1;1;AGESIC-1485
AGESIC-55;02;2;1;54;3;1;1;1;1;1;#≠NULO!;1;1;1;2;4;5;88;88;-777777777;1;2;1;1;1;2;1;3;1;4;2;1;2;1;99;1;5;2;4;3;1;1;4;5;2;4;1;1;2;2;1;2;2;1;7;2;6;9;5;7;2;6;9;5;4;4;3;1;1;2;2;10;3;1;2;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;6;02;00.001;1;1;AGESIC-55
AGESIC-3518;01;10;1;18;1;1;1;1;1;1;#≠NULO!;1;1;1;2;3;88;88;88;-777777777;1;1;1;1;2;1;1;1;1;6;6;2;6;1;1;1;5;2;1;88;88;2;2;10;2;4;1;1;1;2;2;#≠NULO!;#≠NULO!;1;6;8;7;9;7;6;8;7;9;7;4;2;4;2;2;2;2;8;7;2;1;2;2;1;1;2;1;2;2;1;1;1;2;2;2;2;5;02;00.001;2;1;AGESIC-3518
AGESIC-4209;01;10;2;18;1;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;1;1;2;1;2;1;1;6;6;6;2;6;1;2;2;1;88;88;88;88;2;2;5;4;2;1;1;2;2;2;#≠NULO!;#≠NULO!;2;6;5;8;8;8;6;5;8;8;8;2;2;3;3;3;2;2;10;5;1;1;2;1;3;1;1;1;1;2;1;1;2;2;2;2;2;6;02;00.001;2;2;AGESIC-4209
AGESIC-4683;01;10;2;18;1;2;2;#≠NULO!;#≠NULO!;1;#≠NULO!;1;1;1;3;4;5;6;88;-777777777;1;1;1;2;3;1;1;1;6;3;6;2;6;#≠NULO!;#≠NULO!;1;1;2;3;5;88;2;2;5;1;3;1;1;2;2;2;#≠NULO!;#≠NULO!;2;6;7;5;8;6;6;7;5;8;6;3;3;2;3;3;3;2;9;9;1;1;2;2;3;1;1;1;1;1;1;1;1;2;2;2;2;5;02;00.001;2;2;AGESIC-4683
AGESIC-5660;02;8;1;18;1;1;1;1;1;1;#≠NULO!;1;1;1;3;4;5;88;88;-777777777;1;1;1;4;2;2;1;1;6;5;6;2;6;1;1;2;1;2;5;88;88;2;2;7;2;3;1;1;2;2;2;#≠NULO!;#≠NULO!;1;7;9;7;10;10;7;9;7;10;10;2;2;2;2;2;2;1;10;10;1;2;2;1;2;2;2;1;2;1;1;1;1;1;1;2;2;5;02;00.001;2;2;AGESIC-5660
AGESIC-1032;02;7;1;18;1;1;1;2;#≠NULO!;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;1;1;1;6;6;1;1;6;4;6;2;6;1;3;2;1;2;3;5;88;2;1;7;3;1;2;#≠NULO!;2;2;2;#≠NULO!;#≠NULO!;2;6;4;4;6;6;6;4;4;6;6;1;1;1;3;3;3;2;6;3;1;1;2;1;1;1;2;1;1;2;2;2;1;2;2;2;2;5;02;00.001;1;1;AGESIC-1032
AGESIC-2036;02;2;1;18;1;2;2;#≠NULO!;#≠NULO!;1;#≠NULO!;1;1;5;2;4;88;88;88;-777777777;1;1;2;6;3;6;1;1;6;6;6;2;6;#≠NULO!;#≠NULO!;2;2;1;4;5;88;2;2;99;4;1;2;#≠NULO!;2;2;2;#≠NULO!;#≠NULO!;2;5;99;99;99;99;5;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;3;1;1;3;3;2;1;8;10;99;2;99;1;1;1;1;1;1;1;2;2;2;2;2;2;2;5;02;00.001;2;2;AGESIC-2036
AGESIC-3748;02;9;1;18;1;1;1;1;2;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;2;1;2;1;1;1;1;6;6;6;2;6;1;3;2;1;2;3;5;88;2;1;7;4;2;1;1;2;2;2;#≠NULO!;#≠NULO!;2;7;3;6;8;7;7;3;6;8;7;3;3;2;2;3;2;1;9;10;1;1;2;1;4;1;1;1;1;1;1;1;1;2;1;2;2;3;02;00.001;2;2;AGESIC-3748
AGESIC-5144;02;18;2;18;1;1;2;#≠NULO!;#≠NULO!;1;#≠NULO!;1;1;3;5;88;88;88;88;-777777777;1;2;1;5;1;1;1;1;6;6;6;2;6;1;1;2;2;1;5;88;88;2;2;6;4;2;1;1;2;2;2;#≠NULO!;#≠NULO!;2;1;1;5;4;7;1;1;5;4;7;4;2;1;3;3;2;1;10;10;2;1;2;1;1;2;1;1;1;1;1;2;1;2;2;2;2;5;02;00.001;2;2;AGESIC-5144
AGESIC-523;02;13;2;18;1;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;2;1;3;3;1;1;1;99;6;6;2;6;1;1;2;1;2;5;88;88;2;99;10;2;3;2;#≠NULO!;2;2;2;#≠NULO!;#≠NULO!;2;10;5;9;10;10;10;5;9;10;10;4;99;99;3;3;3;1;10;10;1;1;99;2;2;2;2;1;1;1;2;2;1;2;2;2;2;5;02;00.001;2;2;AGESIC-523
AGESIC-5179;01;10;1;18;1;1;1;2;#≠NULO!;1;#≠NULO!;1;1;1;3;88;88;88;88;-777777777;1;2;1;1;1;1;1;1;5;5;5;2;6;1;1;2;1;2;3;4;5;2;2;7;4;3;1;1;1;2;2;#≠NULO!;#≠NULO!;1;8;6;8;8;8;8;6;8;8;8;4;2;3;2;3;3;2;7;8;1;1;2;1;1;1;2;1;2;2;2;2;1;2;2;2;2;4;02;00.001;2;2;AGESIC-5179
AGESIC-4736;01;10;2;19;1;1;1;1;1;1;#≠NULO!;1;1;1;2;3;4;5;88;-777777777;1;1;1;1;1;1;1;1;6;6;6;2;6;1;2;2;2;1;5;88;88;2;3;5;1;2;2;#≠NULO!;2;2;2;#≠NULO!;#≠NULO!;2;5;1;6;6;5;5;1;6;6;5;4;3;2;1;3;3;1;9;8;2;2;2;2;3;1;2;1;2;2;2;2;1;2;2;2;1;7;03;00.001;2;1;AGESIC-4736
AGESIC-2851;02;9;1;19;1;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;3;1;1;6;6;1;1;6;6;6;2;6;1;2;2;1;2;88;88;88;2;1;10;1;2;1;3;2;2;2;#≠NULO!;#≠NULO!;2;5;99;10;10;5;5;#≠NULO!;10;10;5;4;1;1;3;3;3;2;5;1;2;2;2;1;2;1;1;1;2;2;2;2;1;2;2;2;2;4;02;00.001;2;2;AGESIC-2851
AGESIC-7;02;4;2;19;1;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;1;1;3;1;1;1;1;6;6;2;2;6;1;1;2;1;2;5;88;88;2;1;5;4;1;1;1;2;2;2;#≠NULO!;#≠NULO!;2;5;6;10;10;10;5;6;10;10;10;2;1;1;2;2;2;1;10;10;1;1;2;3;1;1;1;1;1;1;1;2;1;2;2;2;2;4;02;00.001;1;2;AGESIC-7
AGESIC-431;01;10;1;19;1;1;1;1;1;1;#≠NULO!;1;1;1;3;88;88;88;88;-777777777;1;2;1;2;1;1;1;1;6;2;2;1;3;1;2;2;1;5;88;88;88;2;2;1;4;4;1;1;2;1;1;2;1;2;5;8;5;4;10;5;8;5;4;10;4;4;3;3;3;3;2;10;2;2;2;2;2;1;1;1;1;1;1;1;1;1;2;2;2;2;5;02;00.001;2;2;AGESIC-431
